 HR,Name,ID,#,Ltr,Dbl,Con#,Con,RA,RAm,RAs,,Dec,Dm,Ds,Vmag,B-V,U-B,Sp Type,pmRA,pmD,Distance,RV,Sid Lat,Sid Lon,Zod lon,Zod
3262,,Chi Cnc,18,Chi,,11,Cnc,8,20,3.9,N,27,13,4,5.14,0.47,-0.06,F6V,-0.018,-0.378,53.4,33,7.3096,303.4141,4,Cnc
3268,,Lam Cnc,19,Lam,,11,Cnc,8,20,32.1,N,24,1,20,5.98,-0.03,-0.12,B9.5V,-0.023,-0.021,,23,4.2199,304.2562,5,Cnc
3284,,20 Cnc,20,,,11,Cnc,8,23,21.8,N,18,19,56,5.95,0.17,0.13,A9V,-0.054,-0.028,296.4,36,-1.174,306.214,7,Cnc
3290,,21 Cnc,21,,,11,Cnc,8,23,55.2,N,10,37,55,6.08,1.49,1.54,M2III,0.004,-0.023,,3,-8.6373,308.1568,9,Cnc
3299,,25 Cnc,25,,,11,Cnc,8,25,49.9,N,17,2,46,6.14,0.41,-0.03,F6V,-0.192,-0.151,93.1,38,-2.2912,307.0877,8,Cnc
3304,,Phi1 Cnc,22,Phi1,,11,Cnc,8,26,27.7,N,27,53,37,5.57,1.4,1.68,K5III,-0.033,-0.114,,24,8.2911,304.6451,5,Cnc
3306,,HR 3306,,,,11,Cnc,8,25,54.8,N,7,33,52,5.13,0.94,0.64,G7II-III,-0.034,-0.012,203.8,15,-11.505,309.3851,10,Cnc
3310,,Phi2 Cnc,23,Phi2,B,11,Cnc,8,26,46.8,N,26,56,4,6.32,0.18,0.09,A6V,-0.014,0.002,326,-25,7.3754,304.9467,5,Cnc
3311,,Phi2 Cnc,23,Phi2,A,11,Cnc,8,26,47,N,26,56,7,6.3,0.18,0.09,A3V,-0.016,-0.003,326,-29,7.3763,304.9472,5,Cnc
3312,,24 Cnc,24,,A,11,Cnc,8,26,39.8,N,24,32,3,7.02,0.32,0.07,F0III,-0.041,-0.08,155.2,15,5.036,305.4985,6,Cnc
3313,,24 Cnc,24,,B,11,Cnc,8,26,40.1,N,24,32,7,7.81,0.52,-0.04,F7V,-0.045,-0.085,155.2,19,5.0373,305.4994,6,Cnc
3319,,27 Cnc,27,,,11,Cnc,8,26,43.9,N,12,39,16,5.5,1.6,1.92,M3III,-0.02,-0.104,108.7,-7,-6.5113,308.3465,9,Cnc
3329,,28 Cnc,28,,,11,Cnc,8,28,36.8,N,24,8,41,6.1,0.24,0.15,F0Vn,-0.031,-0.058,,9,4.7612,306.0252,7,Cnc
3333,,29 Cnc,29,,,11,Cnc,8,28,37.3,N,14,12,39,5.95,0.19,0.14,A5V,-0.014,-0.011,,2,-4.8913,308.4193,9,Cnc
3355,,Ups1 Cnc,30,Ups1,,11,Cnc,8,31,30.5,N,24,4,52,5.75,0.28,0.05,F0IIIn,-0.082,-0.044,,19,4.8559,306.6839,7,Cnc
3357,,The Cnc,31,The,,11,Cnc,8,31,35.7,N,18,5,40,5.35,1.56,1.93,K5III,-0.061,-0.058,,45,-0.9507,308.1692,9,Cnc
3366,,Eta Cnc,33,Eta,,11,Cnc,8,32,42.5,N,20,26,28,5.33,1.25,1.39,K3III,-0.047,-0.043,250.8,24,1.3898,307.8487,8,Cnc
3369,,Ups2 Cnc,32,Ups2,,11,Cnc,8,33,0.1,N,24,5,5,6.36,1.02,0.88,G9III,-0.068,-0.047,120.7,75,4.9413,307.0147,8,Cnc
3372,,34 Cnc,34,,,11,Cnc,8,32,39.9,N,10,3,58,6.46,-0.02,-0.04,A1V,0.003,-0.005,,-11,-8.6787,310.4051,11,Cnc
3387,,35 Cnc,35,,,11,Cnc,8,35,19.4,N,19,35,24,6.58,0.68,0.25,G0III,-0.036,-0.01,,36,0.7127,308.6548,9,Cnc
3406,,36 Cnc,36,,,11,Cnc,8,37,5.8,N,9,39,20,5.88,0.09,0.1,A3V,-0.029,-0.003,,17,-8.8081,311.5778,12,Cnc
3412,,37 Cnc,37,,,11,Cnc,8,38,5.2,N,9,34,29,6.53,-0.02,-0.04,A1V,-0.039,-0.007,,28,-8.8254,311.8373,12,Cnc
3427,,39 Cnc,39,,,11,Cnc,8,40,6.4,N,20,0,28,6.39,0.98,0.83,G8III,-0.036,-0.015,,35,1.3953,309.6381,10,Cnc
3429,Praesepe,Eps Cnc,41,Eps,,11,Cnc,8,40,27,N,19,32,42,6.3,0.17,0.16,A8Vn,-0.039,-0.006,,30,0.9677,309.8348,10,Cnc
3449,Asellus Borealis,Gam Cnc,43,Gam,,11,Cnc,8,43,17.1,N,21,28,7,4.66,0.02,0.01,A1IV,-0.106,-0.039,203.8,29,2.9961,309.9792,10,Cnc
3450,,45 Cnc,45,,,11,Cnc,8,43,12.3,N,12,40,51,5.64,0.39,0.25,A3V+G0III,-0.012,0.002,,-13,-5.5037,312.2503,13,Cnc
3461,Asellus Australis,Del Cnc,47,Del,,11,Cnc,8,44,41.1,N,18,9,15,3.94,1.08,0.99,K0III-IIIb,-0.018,-0.228,130.4,17,-0.123,311.163,12,Cnc
3464,,46 Cnc,46,,,11,Cnc,8,45,21.4,N,30,41,52,6.13,0.94,0.63,G5III,-0.002,-0.006,407.5,-12,12.0289,307.9699,8,Cnc
3465,,49 Cnc,49,,,11,Cnc,8,44,45,N,10,4,54,5.66,-0.11,-0.25,A1p,-0.016,-0.019,,24,-7.9171,313.3051,14,Cnc
3474,,Iot Cnc,48,Iot,B,11,Cnc,8,46,40,N,28,45,55,6.57,0.04,0.04,A3V,-0.018,-0.041,191.8,15,10.2401,308.7791,9,Cnc
3475,,Iot Cnc,48,Iot,A,11,Cnc,8,46,41.8,N,28,45,36,4.02,1.01,0.78,G7.5IIIa,-0.025,-0.042,191.8,16,10.2367,308.787,9,Cnc
3481,,50 Cnc,50,,,11,Cnc,8,46,56,N,12,6,36,5.87,0.11,0.05,A1V,-0.068,-0.052,,23,-5.8198,313.2836,14,Cnc
3510,,54 Cnc,54,,,11,Cnc,8,51,1.5,N,15,21,2,6.38,0.64,,G1V,-0.112,0.075,,45,-2.4326,313.3722,14,Cnc
3519,,Sig1 Cnc,51,Sig1,,11,Cnc,8,52,34.6,N,32,28,27,5.66,0.22,0.07,A8Vmas,-0.003,0.016,,-14,14.1536,308.9874,9,Cnc
3521,,53 Cnc,53,,,11,Cnc,8,52,28.6,N,28,15,33,6.23,1.62,,M3III,-0.017,-0.004,3260,11,10.0939,310.1677,11,Cnc
3522,,Rho1 Cnc,55,Rho1,,11,Cnc,8,52,35.8,N,28,19,51,5.95,0.87,0.63,G8V,-0.484,-0.234,44.1,27,10.1701,310.1733,11,Cnc
3532,,57 Cnc,57,,,11,Cnc,8,54,14.7,N,30,34,46,5.39,1.05,,G7III,0.038,-0.019,652,-60,12.4307,309.8854,10,Cnc
3540,,Rho2 Cnc,58,Rho2,,11,Cnc,8,55,39.7,N,27,55,39,5.22,1,0.75,G8II-III,-0.01,-0.03,,17,9.9671,310.9471,11,Cnc
3550,,60 Cnc,60,,,11,Cnc,8,55,55.6,N,11,37,34,5.41,1.46,,gK5,-0.01,-0.01,,24,-5.6981,315.5431,16,Cnc
3555,,Sig2 Cnc,59,Sig2,,11,Cnc,8,56,56.6,N,32,54,37,5.45,0.12,0.12,A7IV,-0.048,-0.068,296.4,5,14.8288,309.7699,10,Cnc
3561,,Omi1 Cnc,62,Omi1,,11,Cnc,8,57,14.9,N,15,19,22,5.2,0.15,,A5III,0.056,0.017,,-5,-2.0547,314.8237,15,Cnc
3563,,61 Cnc,61,,,11,Cnc,8,57,58.7,N,30,14,1,6.29,0.43,-0.02,F6V,0.055,0.024,,8,12.3228,310.7768,11,Cnc
3565,,Omi2 Cnc,63,Omi2,,11,Cnc,8,57,35.2,N,15,34,53,5.67,0.2,,F0IV,0.058,0.029,,-4,-1.7837,314.8301,15,Cnc
3572,Acubens,Alp Cnc,65,Alp,,11,Cnc,8,58,29.2,N,11,51,28,4.25,0.14,0.15,A5m,0.034,-0.031,135.8,-14,-5.3032,316.0825,17,Cnc
3575,,Sig3 Cnc,64,Sig3,,11,Cnc,8,59,32.6,N,32,25,7,5.2,0.93,,G8III,-0.045,-0.035,,23,14.5129,310.4589,11,Cnc
3587,,66 Cnc,66,,,11,Cnc,9,1,24.1,N,32,15,9,5.82,0,0.09,A2V,-0.004,0.003,,-13,14.4665,310.8971,11,Cnc
3589,,67 Cnc,67,,,11,Cnc,9,1,48.9,N,27,54,10,6.07,,,A8Vn,-0.056,-0.076,,12,10.324,312.279,13,Cnc
3595,,Nu Cnc,69,Nu,,11,Cnc,9,2,44.3,N,24,27,10,5.45,-0.04,-0.1,A0pSi,-0.005,-0.006,1086.7,-15,7.0741,313.4841,14,Cnc
3601,,70 Cnc,70,,,11,Cnc,9,4,9.9,N,27,53,54,6.38,0,0.05,A1V,0.001,-0.002,,-21,10.4681,312.7858,13,Cnc
3621,,Tau Cnc,72,Tau,,11,Cnc,9,8,0.1,N,29,39,15,5.43,0.89,0.57,G8III,-0.032,0.002,,-13,12.3928,313.0777,14,Cnc
3623,,Kap Cnc,76,Kap,,11,Cnc,9,7,44.8,N,10,40,5,5.24,-0.11,-0.43,B8IIIp,-0.02,-0.01,,24,-5.8028,318.6093,19,Cnc
3626,,75 Cnc,75,,,11,Cnc,9,8,47.3,N,26,37,45,5.98,0.66,0.2,G5IV-V,-0.136,-0.368,81.5,13,9.5514,314.1626,15,Cnc
3627,,Xi Cnc,77,Xi,,11,Cnc,9,9,21.5,N,22,2,44,5.14,0.97,0.8,G9III,0.001,0.005,,-7,5.2037,315.6515,16,Cnc
3640,,79 Cnc,79,,,11,Cnc,9,10,20.9,N,21,59,47,6.01,0.9,,G5III,0.005,0.006,,-7,5.2234,315.8863,16,Cnc
3650,,Pi1 Cnc,81,Pi1,,11,Cnc,9,12,17.6,N,14,59,46,6.51,0.73,0.25,G9V,-0.522,0.248,50.9,45,-1.3386,318.3962,19,Cnc
3669,,Pi2 Cnc,82,Pi2,,11,Cnc,9,15,13.8,N,14,56,29,5.34,1.32,1.33,K1III,-0.044,-0.012,,26,-1.1817,319.0897,20,Cnc
1743,,Omi Col,,Omi,,70,Col,5,17,29.1,S,34,53,43,4.83,1,0.8,K0IV,0.09,-0.337,181.1,21,-57.7618,255.9815,16,Tau
1862,,Eps Col,,Eps,,70,Col,5,31,12.7,S,35,28,14,3.87,1.14,1.08,K1IIIa,0.022,-0.035,407.5,-5,-58.6434,261.1383,22,Tau
1877,,HR 1877,,,,70,Col,5,32,51.3,S,38,30,47,5.48,1.22,1.34,K2III,0.04,-0.002,,-1,-61.7025,261.1991,22,Tau
1926,,Nu1 Col,,Nu1,,70,Col,5,37,16.5,S,27,52,17,6.16,0.34,,F0IV,0.014,-0.061,,27,-51.1615,264.4211,25,Tau
1935,,Nu2 Col,,Nu2,,70,Col,5,37,44.6,S,28,41,22,5.31,0.46,0.1,F4V,-0.034,0.052,69.4,36,-51.9841,264.5042,25,Tau
1956,Phact,Alp Col,,Alp,,70,Col,5,39,38.9,S,34,4,27,2.64,-0.12,-0.46,B7IVe,0.007,-0.026,3260,35,-57.383,264.6099,25,Tau
1958,,HR 1958,,,,70,Col,5,39,49.8,S,32,37,45,5.45,0.92,,G6-8III,-0.022,-0.029,,-8,-55.943,264.8468,25,Tau
1973,,HR 1973,,,,70,Col,5,42,15.1,S,34,40,4,5.29,-0.05,,B9.5V,-0.008,0.051,,35,-58.0068,265.5444,26,Tau
1996,,Mu Col,,Mu,,70,Col,5,45,59.9,S,32,18,23,5.17,-0.28,-1.06,O9.5V,0.009,-0.025,,109,-55.6855,267.1892,28,Tau
2040,Wazn,Bet Col,,Bet,,70,Col,5,50,57.6,S,35,46,6,3.12,1.16,1.21,K2III,0.059,0.401,141.7,89,-59.1811,268.8605,29,Tau
2056,,Lam Col,,Lam,,70,Col,5,53,6.9,S,33,48,5,4.87,-0.15,-0.57,B5V,-0.004,0.033,93.1,30,-57.2258,269.7982,30,Tau
2087,,Xi Col,,Xi,,70,Col,5,55,29.9,S,37,7,15,4.97,1.11,,K1III,0.032,-0.026,,60,-60.5534,270.6154,1,Gem
2092,,Sig Col,,Sig,,70,Col,5,56,20.9,S,31,22,57,5.5,,,F2III,-0.002,0.006,,19,-54.8177,271.0882,2,Gem
2106,,Gam Col,,Gam,,70,Col,5,57,32.2,S,35,17,0,4.36,-0.18,-0.66,B2.5IV,0,0.009,,24,-58.7207,271.4727,2,Gem
2120,,Eta Col,,Eta,,70,Col,5,59,8.8,S,42,48,55,3.96,1.14,1.08,K0III,0.022,-0.014,171.6,17,-66.2543,272.0523,3,Gem
2171,,Pi1 Col,,Pi1,,70,Col,6,6,41,S,42,17,55,6.12,0.25,0.12,Am,-0.033,0.003,,2,-65.7214,275.4474,6,Gem
2177,,The Col,,The,,70,Col,6,7,31.6,S,37,15,11,5.02,-0.11,,B9IV,0.002,-0.005,,45,-60.6735,275.4997,6,Gem
2181,,Pi2 Col,,Pi2,,70,Col,6,7,52.9,S,42,9,14,5.5,0,,A0V,0.001,-0.014,203.8,31,-65.5704,275.9743,6,Gem
2256,,Kap Col,,Kap,,70,Col,6,16,33.1,S,35,8,26,4.37,1,0.83,K0.5IIIa,0,0.086,130.4,24,-58.492,278.9228,9,Gem
2296,,Del Col,,Del,,70,Col,6,22,6.8,S,33,26,11,3.85,0.88,0.52,G7II,-0.024,-0.055,171.6,-3,-56.7232,280.8643,11,Gem
2399,,HR 2399,,,,70,Col,6,32,21.3,S,37,41,48,5.24,1,,G8III,0.065,-0.077,203.8,39,-60.7869,285.6187,16,Gem
2411,,HR 2411,,,,70,Col,6,33,49.5,S,36,13,56,5.42,1.44,1.72,K3III,-0.014,0.094,108.7,32,-59.2997,285.8668,16,Gem
4602,,2 Com,2,,,13.1,Com,12,4,16.6,N,21,27,33,5.87,0.22,0.11,F0IV-V,0.036,-0.004,652,6,20.0448,354.5126,25,Leo
4632,,3 Com,3,,,13.1,Com,12,10,31.6,N,16,48,33,6.39,0.06,0.1,A4V,-0.017,0.001,,-12,16.4574,357.974,28,Leo
4640,,4 Com,4,,,13.1,Com,12,11,51.2,N,25,52,13,5.66,1.41,1.61,K4III,-0.038,-0.031,,22,24.794,354.1536,25,Leo
4643,,5 Com,5,,,13.1,Com,12,12,9.3,N,20,32,31,5.57,0.95,,K0II-III,-0.02,-0.019,,-25,20.0137,356.6986,27,Leo
4663,,6 Com,6,,,13.1,Com,12,16,0.2,N,14,53,56,5.1,0.06,0.08,A3V,-0.08,-0.034,125.4,10,15.2765,0.0405,1,Vir
4667,,7 Com,7,,,13.1,Com,12,16,20.5,N,23,56,43,4.95,0.97,0.68,G8III,-0.027,-0.007,543.3,-28,23.516,356.075,27,Leo
4668,,HR 4668,,,,13.1,Com,12,16,30.1,N,33,3,41,5,1.14,1.07,K0.5IIIb,-0.053,-0.111,148.2,-42,31.6805,351.4938,22,Leo
4685,,8 Com,8,,,13.1,Com,12,19,19.1,N,23,2,5,6.27,0.17,0.15,A5IIIvs,-0.022,-0.012,,1,22.9975,357.1724,28,Leo
4688,,9 Com,9,,,13.1,Com,12,19,29.6,N,28,9,25,6.33,0.5,0.08,F8Vs,-0.197,-0.129,130.4,-8,27.6186,354.7273,25,Leo
4697,,11 Com,11,,,13.1,Com,12,20,43,N,17,47,34,4.74,1.01,0.79,G8+III,-0.111,0.092,,42,18.3919,359.8633,30,Leo
4707,,12 Com,12,,,13.1,Com,12,22,30.3,N,25,50,46,4.81,0.49,0.26,G0III-IV+A3V,-0.011,-0.009,232.9,1,25.8532,356.5468,27,Leo
4717,,13 Com,13,,,13.1,Com,12,24,18.5,N,26,5,55,5.18,0.08,0.11,A3V,-0.016,-0.011,362.2,1,26.2633,356.828,27,Leo
4733,,14 Com,14,,,13.1,Com,12,26,24.1,N,27,16,6,4.95,0.27,0.18,F0p,-0.013,-0.008,232.9,-4,27.5249,356.717,27,Leo
4737,,Gam Com,15,Gam,,13.1,Com,12,26,56.3,N,28,16,6,4.36,1.13,1.15,K1III,-0.083,-0.08,1086.7,4,28.4739,356.3311,27,Leo
4738,,16 Com,16,,,13.1,Com,12,26,59.3,N,26,49,32,5,0.08,0.13,A4V,-0.006,-0.011,135.8,2,27.188,357.0702,28,Leo
4752,,17 Com,17,,A,13.1,Com,12,28,54.7,N,25,54,46,5.29,-0.05,-0.12,A1IVp,-0.025,-0.02,155.2,-3,26.5653,357.9553,28,Leo
4753,,18 Com,18,,,13.1,Com,12,29,26.9,N,24,6,32,5.48,0.43,0.09,F5III,-0.031,-0.001,,25,24.9983,358.9533,29,Leo
4756,,20 Com,20,,,13.1,Com,12,29,43.2,N,20,53,46,5.69,0.07,0.09,A3V,0.024,-0.032,,-5,22.1258,0.5221,1,Vir
4766,,21 Com,21,,,13.1,Com,12,31,0.6,N,24,34,2,5.46,0.05,0.1,A2p,-0.012,-0.009,,0,25.5702,359.0864,30,Leo
4780,,22 Com,22,,,13.1,Com,12,33,34.2,N,24,16,59,6.29,0.11,0.1,A4Vm,-0.018,-0.004,,2,25.5757,359.8046,30,Leo
4789,,23 Com,23,,,13.1,Com,12,34,51.1,N,22,37,45,4.81,0,-0.01,A0IV,-0.065,0.021,815,-16,24.2161,0.886,1,Vir
4791,,24 Com,24,,B,13.1,Com,12,35,6.3,N,18,22,38,6.56,0.25,0.11,A9Vm,-0.003,0.024,1630,5,20.3927,2.8954,3,Vir
4792,,24 Com,24,,A,13.1,Com,12,35,7.8,N,18,22,37,5.02,1.15,1.11,K2III,-0.006,0.023,1630,4,20.395,2.9012,3,Vir
4801,,25 Com,25,,,13.1,Com,12,36,58.3,N,17,5,22,5.68,1.41,1.75,K5III,-0.037,-0.016,,-8,19.4131,3.8962,4,Vir
4815,,26 Com,26,,,13.1,Com,12,39,7.3,N,21,3,45,5.46,0.96,,G9III,-0.081,-0.013,,-21,23.2366,2.5959,3,Vir
4851,,27 Com,27,,,13.1,Com,12,46,38.7,N,16,34,39,5.12,1.35,1.54,K3III,0.009,0.007,,53,19.9335,6.3565,7,Vir
4861,,28 Com,28,,,13.1,Com,12,48,14.3,N,13,33,11,6.56,0.01,0.01,A1V,-0.047,-0.028,,0,17.3374,8.0359,9,Vir
4865,,29 Com,29,,,13.1,Com,12,48,54.2,N,14,7,21,5.7,0.02,0.07,A1V,0.026,-0.019,,-8,17.9249,7.947,8,Vir
4869,,30 Com,30,,,13.1,Com,12,49,17.4,N,27,33,8,5.78,0.03,0.06,A2V,-0.096,0.021,,0,30.1121,1.7532,2,Vir
4883,,31 Com,31,,,13.1,Com,12,51,41.9,N,27,32,26,4.94,0.67,0.2,G0III,-0.012,-0.008,296.4,-1,30.3474,2.3107,3,Vir
4884,,32 Com,32,,,13.1,Com,12,52,12.3,N,17,4,26,6.32,1.59,1.99,M0III,0.001,-0.007,,-1,20.9506,7.4284,8,Vir
4894,,35 Com,35,,,13.1,Com,12,53,17.8,N,21,14,42,4.9,0.9,0.64,G8III+F6V,-0.047,-0.022,155.2,-7,24.8471,5.7813,6,Vir
4920,,36 Com,36,,,13.1,Com,12,58,55.4,N,17,24,34,4.78,1.56,1.96,M1-IIIb,-0.039,0.034,,-2,21.9371,8.846,9,Vir
4924,,37 Com,37,,,13.1,Com,13,0,16.5,N,30,47,6,4.9,1.17,1.05,G9III,-0.018,-0.013,203.8,-13,34.1098,2.5325,3,Vir
4929,,38 Com,38,,,13.1,Com,13,1,9.6,N,17,7,23,5.96,0.96,,K0III,-0.005,-0.025,,-6,21.9025,9.497,10,Vir
4946,,39 Com,39,,,13.1,Com,13,6,21.2,N,21,9,12,5.99,0.39,0,F4V,-0.069,-0.046,108.7,1,26.0888,8.8717,9,Vir
4949,,40 Com,40,,,13.1,Com,13,6,22.6,N,22,36,58,5.6,1.59,1.63,M5III,0.025,-0.049,72.4,-5,27.4146,8.1799,9,Vir
4954,,41 Com,41,,,13.1,Com,13,7,10.7,N,27,37,29,4.8,1.48,1.85,K5III,0.031,-0.07,407.5,-16,31.9988,5.8439,6,Vir
4968,Diadem,Alp Com,42,Alp,A,13.1,Com,13,9,59.3,N,17,31,46,5.22,0.45,-0.06,F5V,-0.431,0.136,60.4,-18,23.1619,11.391,12,Vir
4969,,Alp Com,42,Alp,B,13.1,Com,13,9,59.3,N,17,31,46,5.22,,,F5V,-0.43,0.136,60.4,-18,23.1619,11.391,12,Vir
4983,,Bet Com,43,Bet,,13.1,Com,13,11,52.4,N,27,52,41,4.26,0.57,0.07,F9.5V,-0.801,0.882,27.2,6,32.7017,6.8065,7,Vir
6804,,HR 6804,,,,56,CrA,18,13,12.6,S,41,20,10,5.47,-0.17,,B2.5III,-0.013,-0.004,,-15,-17.925,95.0466,6,Sgr
6818,,HR 6818,,,,56,CrA,18,15,52.7,S,44,12,24,5.46,0.96,0.72,G8-K0III,0.074,0.012,,-27,-20.807,95.484,6,Sgr
6862,,HR 6862,,,,56,CrA,18,22,18.6,S,38,39,25,5.1,1.49,,K4-5III,-0.033,-0.028,296.4,18,-15.3001,96.9541,7,Sgr
6875,,HR 6875,,,,56,CrA,18,24,18.2,S,44,6,37,5.25,-0.19,-0.7,B2.5Vn,-0.002,-0.021,,0,-20.7638,97.103,8,Sgr
6942,,HR 6942,,,,56,CrA,18,32,21.4,S,39,42,14,5.16,0.08,,A3Vn,0.036,-0.04,148.2,-6,-16.4363,98.9222,9,Sgr
6951,,The CrA,,The,,56,CrA,18,33,30.2,S,42,18,45,4.64,1.01,0.76,G8III,0.031,-0.022,,-2,-19.0527,98.985,9,Sgr
6952,,Kap1 CrA,,Kap1,B,56,CrA,18,33,23.3,S,38,43,13,6.32,,,A0III,0.021,-0.028,,-16,-15.4655,99.1901,10,Sgr
6953,,Kap2 CrA,,Kap2,A,56,CrA,18,33,23.1,S,38,43,34,5.65,-0.06,,B9V,-0.003,-0.03,,-20,-15.4713,99.1891,10,Sgr
6991,,HR 6991,,,,56,CrA,18,39,35,S,43,11,10,5.37,1.68,1.95,M2III,-0.052,-0.052,815,29,-19.9952,100.1046,11,Sgr
7021,,Lam CrA,,Lam,,56,CrA,18,43,46.9,S,38,19,25,5.13,0.09,,A2Vn,0.003,-0.057,135.8,-26,-15.2026,101.3215,12,Sgr
7031,,HR 7031,,,,56,CrA,18,44,57.2,S,39,41,11,5.43,0.87,0.37,K3II+B7,0.008,-0.011,271.7,-17,-16.5785,101.4447,12,Sgr
7050,,Mu CrA,,Mu,,56,CrA,18,47,44.6,S,40,24,22,5.24,0.78,,G5-6III,0.03,-0.017,141.7,-18,-17.3381,101.9381,12,Sgr
7062,,Eta1 CrA,,Eta1,,56,CrA,18,48,50.5,S,43,40,48,5.49,0.13,,A3V,0.025,-0.019,,-4,-20.6169,101.8482,12,Sgr
7068,,Eta2 CrA,,Eta2,,56,CrA,18,49,35,S,43,26,2,5.61,-0.08,,B9IV,-0.003,-0.024,,-23,-20.3833,102.0148,13,Sgr
7122,,HR 7122,,,,56,CrA,18,56,16.9,S,42,42,38,5.36,1,,K0III,-0.035,-0.026,326,-21,-19.7756,103.386,14,Sgr
7129,,HR 7129,,,,56,CrA,18,56,40.5,S,37,20,36,5.38,-0.14,-0.71,B8IV,0.009,-0.026,,1,-14.4419,104.0352,15,Sgr
7152,,Eps CrA,,Eps,,56,CrA,18,58,43.4,S,37,6,27,4.87,0.41,0.03,F2V,-0.132,-0.105,101.9,54,-14.2468,104.4789,15,Sgr
7188,,Zet CrA,,Zet,,56,CrA,19,3,6.9,S,42,5,43,4.75,-0.02,-0.07,B9.5V,0.061,-0.049,105.2,-13,-19.2939,104.7878,15,Sgr
7226,,Gam CrA,,Gam,,56,CrA,19,6,25.1,S,37,3,48,4.93,0.52,0,F8V,0.096,-0.274,60.4,-52,-14.3642,106.0582,17,Sgr
7227,,Gam CrA,,Gam,,56,CrA,19,6,25.1,S,37,3,48,4.99,0.52,0,F8V,0.096,-0.274,60.4,-52,-14.3642,106.0582,17,Sgr
7242,,Del CrA,,Del,,56,CrA,19,8,20.9,S,40,29,48,4.59,1.09,1.03,K1III,0.037,-0.026,203.8,20,-17.8169,106.0178,17,Sgr
7254,,Alp CrA,,Alp,,56,CrA,19,9,28.3,S,37,54,16,4.11,0.04,0.08,A2V,0.084,-0.098,90.6,-18,-15.2688,106.5757,17,Sgr
7259,,Bet CrA,,Bet,,56,CrA,19,10,1.7,S,39,20,27,4.11,1.2,1.07,K0II,0.003,-0.038,203.8,3,-16.7075,106.5025,17,Sgr
5709,,Omi CrB,1,Omi,,14,CrB,15,20,8.5,N,29,36,58,5.51,1.02,0.77,K0III,-0.12,-0.047,3260,-53,46.1822,39.0441,10,Lib
5727,,Eta CrB,2,Eta,A,14,CrB,15,23,12.3,N,30,17,16,5.58,0.58,0.04,G0V,0.138,-0.187,53.4,-7,47.0476,39.581,10,Lib
5728,,Eta CrB,2,Eta,B,14,CrB,15,23,12.3,N,30,17,16,6.08,,,G3V,0.137,-0.187,53.4,-7,47.0476,39.581,10,Lib
5747,Nusakan,Bet CrB,3,Bet,,14,CrB,15,27,49.7,N,29,6,21,3.68,0.28,0.11,F0p,-0.179,0.086,101.9,-19,46.2975,41.5575,12,Lib
5778,,The CrB,4,The,,14,CrB,15,32,55.8,N,31,21,33,4.14,-0.13,-0.54,B6Vnne,-0.019,-0.011,120.7,-25,48.7915,41.8914,12,Lib
5793,Alphecca,Alp CrB,5,Alp,,14,CrB,15,34,41.3,N,26,42,53,2.23,-0.02,-0.02,A0V+G5V,0.121,-0.089,72.4,2,44.5517,44.7369,15,Lib
5800,,Mu CrB,6,Mu,,14,CrB,15,35,15,N,39,0,36,5.11,1.64,2.01,M1.5III-IIIb,0.029,0.006,1086.7,-19,56.0408,37.7548,8,Lib
5833,,Zet1 CrB,7,Zet1,B,14,CrB,15,39,22.2,N,36,38,12,6,,,B9V,-0.014,-0.013,217.3,-19,54.1845,40.7126,11,Lib
5834,,Zet2 CrB,7,Zet2,A,14,CrB,15,39,22.7,N,36,38,9,5.07,-0.12,-0.47,B7V,-0.013,-0.006,217.3,-24,54.1844,40.7158,11,Lib
5849,,Gam CrB,8,Gam,,14,CrB,15,42,44.6,N,26,17,44,3.84,0,-0.04,B9IV+A3V,-0.105,0.045,98.8,-11,44.72,47.3145,18,Lib
5855,,Pi CrB,9,Pi,,14,CrB,15,43,59.3,N,32,30,57,5.56,1.06,,gG9,-0.032,-0.01,,-4,50.6877,44.6382,15,Lib
5889,,Del CrB,10,Del,,14,CrB,15,49,35.7,N,26,4,6,4.63,0.8,0.37,G3.5III-IV,-0.076,-0.063,232.9,-19,44.9643,49.468,20,Lib
5901,,Kap CrB,11,Kap,,14,CrB,15,51,13.9,N,35,39,27,4.82,1,0.87,K1IVa,-0.007,-0.347,95.9,-24,54.1492,45.108,16,Lib
5936,,Lam CrB,12,Lam,,14,CrB,15,55,47.6,N,37,56,49,5.45,0.33,0.03,F0IV,0.031,0.083,74.1,-12,56.6096,45.1318,16,Lib
5947,,Eps CrB,13,Eps,,14,CrB,15,57,35.3,N,26,52,40,4.15,1.23,1.28,K2IIIab,-0.076,-0.061,135.8,-31,46.2537,51.5592,22,Lib
5958,Nova 1866,T CrB,,T,,14,CrB,15,59,30.2,N,25,55,13,2,0.1,,sdBe,-0.005,0.013,,-29,45.4547,52.5412,23,Lib
5968,,Rho CrB,15,Rho,,14,CrB,16,1,2.7,N,33,18,13,5.41,0.6,0.08,G0,-0.192,-0.766,81.5,18,52.6025,49.6217,20,Lib
5971,,Iot CrB,14,Iot,,14,CrB,16,1,26.6,N,29,51,4,4.99,-0.07,-0.19,A0p:Hg:,-0.039,-0.009,326,-19,49.3416,51.4537,22,Lib
6018,,Tau CrB,16,Tau,,14,CrB,16,8,58.3,N,36,29,27,4.76,1.01,0.86,K1-III-IV,-0.053,0.333,105.2,-19,56.1348,50.4645,21,Lib
